tdate,Bandarban,Barguna,Barisal,Bhola,Bogra,Brahmanbaria,Chandpur,Chapai Nababganj,Chattogram,Chuadanga,Cox's Bazar,Cumilla,Dhaka City,Dinajpur,Faridpur,Feni,Gaibandha,Gazipur,Gopalganj,Habiganj,Jamalpur,Jessore,Jhalokati,Jhenaidah,Joypurhat,Khagrachhari,Khulna,Kishoregonj,Kurigram,Kushtia,Lakshmipur,Lalmonirhat,Madaripur,Magura,Manikganj,Meherpur,Moulvibazar,Munshiganj,Mymensingh,Naogaon,Narail,Narayanganj,Narsingdi,Natore,Netrakona,Nilphamari,Noakhali,Pabna,Panchagarh,Pirojpur,Potuakhali,Rajbari,Rajshahi,Rangamati,Rangpur,Satkhira,Shariatpur,Sherpur,Sirajganj,Sunamganj,Sylhet,Tangail,Thakurgaon,Grand Total
2020-11-04,0.0,7.0,30.0,9.0,53.0,8.0,12.0,0.0,90.0,0.0,18.0,23.0,1036.0,13.0,41.0,5.0,1.0,40.0,9.0,10.0,4.0,9.0,5.0,11.0,0.0,1.0,9.0,11.0,1.0,5.0,0.0,1.0,7.0,7.0,2.0,2.0,6.0,3.0,13.0,0.0,2.0,13.0,7.0,11.0,6.0,1.0,8.0,20.0,7.0,2.0,12.0,10.0,14.0,2.0,11.0,2.0,5.0,2.0,4.0,4.0,9.0,19.0,3.0,1676.0
2020-11-03,0.0,2.0,22.0,1.0,30.0,6.0,14.0,0.0,83.0,0.0,23.0,29.0,785.0,14.0,15.0,4.0,4.0,21.0,8.0,6.0,3.0,8.0,5.0,6.0,9.0,1.0,11.0,15.0,0.0,4.0,6.0,1.0,5.0,2.0,6.0,4.0,3.0,5.0,12.0,10.0,4.0,23.0,8.0,1.0,3.0,1.0,7.0,16.0,2.0,4.0,2.0,2.0,12.0,0.0,14.0,1.0,1.0,2.0,5.0,3.0,7.0,16.0,0.0,1317.0
2020-11-02,1.0,0.0,22.0,6.0,31.0,10.0,15.0,1.0,90.0,0.0,7.0,31.0,959.0,18.0,13.0,3.0,2.0,26.0,8.0,7.0,4.0,2.0,1.0,8.0,0.0,0.0,7.0,8.0,1.0,6.0,6.0,0.0,5.0,1.0,9.0,2.0,9.0,2.0,6.0,2.0,3.0,21.0,15.0,1.0,3.0,4.0,3.0,6.0,4.0,3.0,4.0,5.0,14.0,3.0,13.0,5.0,2.0,1.0,3.0,2.0,13.0,7.0,2.0,1466.0
2020-11-01,1.0,3.0,30.0,7.0,10.0,6.0,19.0,1.0,79.0,0.0,6.0,20.0,940.0,13.0,18.0,9.0,0.0,16.0,10.0,12.0,7.0,9.0,0.0,1.0,0.0,1.0,11.0,14.0,1.0,6.0,3.0,1.0,4.0,2.0,12.0,3.0,7.0,5.0,8.0,1.0,2.0,32.0,5.0,3.0,2.0,0.0,7.0,1.0,1.0,1.0,6.0,1.0,28.0,1.0,19.0,0.0,0.0,0.0,5.0,4.0,35.0,18.0,3.0,1470.0
2020-10-31,0.0,0.0,6.0,5.0,14.0,2.0,19.0,0.0,40.0,0.0,6.0,29.0,887.0,15.0,3.0,4.0,1.0,13.0,4.0,2.0,2.0,18.0,0.0,3.0,3.0,0.0,19.0,20.0,2.0,1.0,5.0,0.0,2.0,1.0,2.0,0.0,7.0,4.0,4.0,5.0,2.0,16.0,7.0,0.0,1.0,0.0,10.0,11.0,6.0,1.0,4.0,0.0,18.0,1.0,1.0,0.0,0.0,1.0,6.0,3.0,23.0,4.0,4.0,1267.0
2020-10-30,0.0,1.0,21.0,6.0,11.0,2.0,0.0,1.0,96.0,1.0,27.0,7.0,607.0,1.0,7.0,3.0,2.0,24.0,5.0,3.0,6.0,6.0,1.0,8.0,0.0,0.0,9.0,7.0,4.0,2.0,0.0,1.0,2.0,6.0,2.0,3.0,3.0,1.0,9.0,2.0,0.0,17.0,4.0,15.0,1.0,1.0,3.0,10.0,0.0,1.0,5.0,5.0,10.0,1.0,20.0,1.0,3.0,1.0,2.0,4.0,14.0,2.0,0.0,1017.0
2020-10-29,0.0,1.0,13.0,8.0,8.0,10.0,8.0,2.0,82.0,2.0,28.0,34.0,859.0,15.0,19.0,5.0,2.0,20.0,5.0,7.0,8.0,0.0,3.0,1.0,0.0,1.0,16.0,9.0,1.0,3.0,2.0,2.0,6.0,1.0,9.0,1.0,5.0,5.0,24.0,1.0,1.0,21.0,5.0,2.0,3.0,1.0,2.0,16.0,4.0,3.0,2.0,3.0,19.0,4.0,8.0,1.0,5.0,2.0,5.0,8.0,35.0,7.0,12.0,1395.0
2020-10-28,4.0,2.0,40.0,2.0,26.0,6.0,8.0,12.0,80.0,2.0,16.0,32.0,906.0,7.0,15.0,12.0,0.0,17.0,7.0,10.0,6.0,1.0,1.0,6.0,7.0,0.0,8.0,17.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,6.0,18.0,15.0,0.0,30.0,5.0,5.0,1.0,3.0,11.0,16.0,0.0,0.0,4.0,3.0,10.0,0.0,21.0,1.0,2.0,1.0,1.0,2.0,10.0,14.0,0.0,1450.0
2020-10-27,1.0,1.0,4.0,4.0,21.0,8.0,8.0,1.0,48.0,0.0,32.0,14.0,795.0,6.0,7.0,1.0,4.0,6.0,2.0,2.0,2.0,6.0,1.0,0.0,0.0,2.0,4.0,5.0,0.0,5.0,1.0,1.0,5.0,1.0,6.0,1.0,7.0,7.0,9.0,3.0,0.0,15.0,5.0,1.0,3.0,2.0,15.0,7.0,1.0,1.0,3.0,9.0,11.0,1.0,1.0,1.0,4.0,0.0,8.0,2.0,12.0,4.0,3.0,1140.0
2020-10-26,0.0,0.0,15.0,2.0,14.0,4.0,12.0,3.0,82.0,1.0,23.0,17.0,677.0,10.0,5.0,1.0,7.0,13.0,7.0,3.0,2.0,7.0,1.0,2.0,0.0,0.0,6.0,7.0,2.0,11.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,7.0,1.0,0.0,21.0,4.0,0.0,0.0,4.0,12.0,12.0,0.0,1.0,3.0,1.0,22.0,0.0,23.0,0.0,1.0,0.0,6.0,15.0,26.0,6.0,7.0,1119.0
2020-10-25,0.0,2.0,27.0,3.0,25.0,7.0,9.0,2.0,82.0,6.0,9.0,21.0,687.0,10.0,10.0,8.0,1.0,31.0,0.0,0.0,5.0,4.0,4.0,9.0,0.0,1.0,11.0,13.0,0.0,6.0,5.0,2.0,0.0,1.0,5.0,0.0,3.0,2.0,6.0,2.0,1.0,21.0,7.0,4.0,0.0,1.0,5.0,12.0,0.0,0.0,3.0,3.0,4.0,1.0,11.0,0.0,1.0,1.0,8.0,5.0,27.0,9.0,1.0,1144.0
2020-10-24,3.0,3.0,3.0,2.0,9.0,4.0,11.0,0.0,33.0,2.0,15.0,20.0,747.0,14.0,7.0,8.0,2.0,3.0,4.0,2.0,3.0,4.0,0.0,2.0,1.0,0.0,2.0,2.0,5.0,8.0,2.0,1.0,4.0,0.0,3.0,1.0,5.0,3.0,5.0,1.0,2.0,16.0,4.0,5.0,3.0,2.0,6.0,11.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,17.0,8.0,6.0,1036.0
2020-10-23,0.0,1.0,7.0,0.0,46.0,11.0,0.0,1.0,65.0,7.0,15.0,28.0,441.0,7.0,8.0,0.0,0.0,10.0,2.0,4.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,11.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,8.0,2.0,0.0,6.0,2.0,2.0,1.0,2.0,2.0,14.0,3.0,0.0,2.0,7.0,6.0,0.0,15.0,0.0,3.0,5.0,9.0,7.0,20.0,3.0,6.0,826.0
2020-10-22,0.0,3.0,15.0,3.0,26.0,7.0,11.0,0.0,89.0,2.0,39.0,32.0,705.0,14.0,11.0,3.0,0.0,18.0,6.0,6.0,2.0,6.0,1.0,15.0,2.0,0.0,8.0,14.0,1.0,10.0,3.0,0.0,5.0,3.0,5.0,1.0,4.0,2.0,14.0,0.0,0.0,9.0,8.0,1.0,0.0,7.0,4.0,12.0,0.0,2.0,0.0,1.0,7.0,0.0,7.0,0.0,2.0,1.0,5.0,3.0,32.0,11.0,3.0,1201.0
2020-10-21,3.0,2.0,31.0,6.0,30.0,6.0,3.0,3.0,103.0,2.0,16.0,17.0,875.0,12.0,10.0,4.0,3.0,14.0,1.0,3.0,4.0,12.0,1.0,9.0,0.0,1.0,9.0,20.0,1.0,11.0,6.0,2.0,4.0,1.0,3.0,1.0,3.0,0.0,5.0,2.0,5.0,29.0,5.0,7.0,1.0,5.0,6.0,7.0,4.0,3.0,1.0,12.0,8.0,0.0,9.0,0.0,10.0,1.0,6.0,4.0,10.0,11.0,7.0,1390.0
2020-10-20,1.0,3.0,16.0,8.0,26.0,7.0,4.0,0.0,64.0,0.0,18.0,19.0,830.0,14.0,9.0,4.0,3.0,15.0,9.0,4.0,4.0,2.0,1.0,1.0,7.0,0.0,10.0,8.0,0.0,8.0,10.0,1.0,4.0,1.0,3.0,2.0,3.0,5.0,8.0,2.0,0.0,25.0,3.0,0.0,2.0,4.0,18.0,14.0,1.0,1.0,2.0,4.0,11.0,0.0,12.0,2.0,1.0,3.0,6.0,1.0,14.0,11.0,1.0,1270.0
2020-10-19,1.0,1.0,7.0,0.0,21.0,4.0,11.0,0.0,75.0,1.0,26.0,29.0,717.0,4.0,10.0,6.0,0.0,26.0,0.0,6.0,6.0,7.0,1.0,8.0,0.0,2.0,5.0,3.0,1.0,11.0,2.0,0.0,1.0,2.0,5.0,2.0,0.0,4.0,9.0,1.0,2.0,21.0,5.0,0.0,0.0,3.0,2.0,13.0,2.0,1.0,2.0,1.0,5.0,1.0,6.0,3.0,0.0,1.0,1.0,3.0,45.0,7.0,7.0,1146.0
2020-10-18,4.0,3.0,19.0,6.0,35.0,7.0,0.0,0.0,100.0,9.0,30.0,30.0,845.0,15.0,12.0,4.0,3.0,20.0,7.0,2.0,3.0,5.0,1.0,8.0,0.0,0.0,8.0,14.0,1.0,9.0,4.0,1.0,7.0,1.0,1.0,5.0,7.0,1.0,2.0,0.0,6.0,18.0,4.0,0.0,0.0,3.0,11.0,6.0,0.0,1.0,8.0,4.0,4.0,2.0,11.0,1.0,8.0,0.0,12.0,2.0,18.0,12.0,2.0,1362.0
2020-10-17,3.0,1.0,3.0,5.0,12.0,2.0,5.0,0.0,40.0,1.0,14.0,12.0,796.0,10.0,6.0,5.0,1.0,16.0,2.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,2.0,4.0,1.0,3.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,1.0,25.0,8.0,0.0,1.0,5.0,2.0,25.0,0.0,1.0,1.0,7.0,4.0,0.0,2.0,0.0,9.0,1.0,8.0,3.0,9.0,4.0,1.0,1099.0
2020-10-16,2.0,1.0,18.0,1.0,9.0,5.0,1.0,1.0,81.0,8.0,10.0,31.0,516.0,7.0,12.0,3.0,1.0,16.0,3.0,5.0,4.0,12.0,2.0,7.0,2.0,1.0,14.0,9.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,3.0,12.0,4.0,4.0,0.0,0.0,12.0,3.0,4.0,1.0,5.0,1.0,18.0,2.0,3.0,2.0,0.0,3.0,0.0,8.0,3.0,1.0,0.0,3.0,5.0,8.0,5.0,7.0,915.0
2020-10-15,0.0,1.0,15.0,4.0,8.0,8.0,4.0,2.0,84.0,5.0,8.0,24.0,978.0,4.0,14.0,3.0,2.0,38.0,2.0,4.0,5.0,7.0,1.0,5.0,2.0,0.0,7.0,9.0,2.0,8.0,5.0,2.0,7.0,4.0,2.0,1.0,6.0,6.0,12.0,5.0,4.0,25.0,3.0,2.0,2.0,4.0,14.0,12.0,5.0,1.0,1.0,12.0,6.0,1.0,13.0,0.0,15.0,1.0,1.0,7.0,26.0,10.0,2.0,1471.0
2020-10-14,2.0,0.0,15.0,8.0,7.0,5.0,6.0,1.0,68.0,5.0,4.0,23.0,816.0,8.0,14.0,6.0,3.0,17.0,5.0,3.0,4.0,10.0,1.0,4.0,0.0,3.0,8.0,14.0,1.0,6.0,5.0,3.0,2.0,0.0,6.0,1.0,7.0,2.0,2.0,0.0,0.0,18.0,5.0,1.0,1.0,4.0,6.0,27.0,6.0,0.0,2.0,1.0,23.0,1.0,16.0,0.0,3.0,4.0,7.0,3.0,41.0,11.0,8.0,1283.0
2020-10-13,2.0,5.0,11.0,2.0,5.0,5.0,4.0,0.0,91.0,2.0,19.0,19.0,850.0,9.0,16.0,10.0,3.0,16.0,6.0,5.0,7.0,12.0,2.0,5.0,5.0,1.0,19.0,14.0,2.0,8.0,3.0,3.0,5.0,2.0,11.0,1.0,13.0,4.0,9.0,8.0,1.0,13.0,3.0,10.0,2.0,2.0,13.0,23.0,0.0,1.0,0.0,18.0,7.0,5.0,6.0,4.0,9.0,1.0,0.0,3.0,19.0,10.0,1.0,1365.0
2020-10-12,0.0,1.0,19.0,7.0,16.0,4.0,1.0,0.0,59.0,3.0,12.0,18.0,847.0,8.0,6.0,7.0,2.0,14.0,3.0,1.0,9.0,8.0,4.0,4.0,1.0,8.0,15.0,17.0,3.0,10.0,2.0,2.0,1.0,2.0,7.0,2.0,5.0,0.0,6.0,0.0,0.0,24.0,3.0,0.0,2.0,7.0,5.0,12.0,2.0,0.0,2.0,2.0,4.0,1.0,9.0,0.0,3.0,0.0,2.0,2.0,19.0,6.0,3.0,1242.0
2020-10-11,0.0,1.0,15.0,4.0,9.0,4.0,10.0,2.0,80.0,1.0,8.0,31.0,654.0,5.0,9.0,8.0,1.0,17.0,2.0,3.0,5.0,9.0,1.0,7.0,2.0,0.0,9.0,22.0,0.0,9.0,4.0,1.0,2.0,2.0,2.0,2.0,7.0,2.0,5.0,3.0,2.0,28.0,7.0,2.0,0.0,4.0,16.0,4.0,3.0,1.0,5.0,6.0,8.0,4.0,4.0,0.0,2.0,1.0,4.0,5.0,12.0,23.0,5.0,1104.0
2020-10-10,1.0,1.0,4.0,2.0,3.0,4.0,6.0,1.0,45.0,1.0,10.0,13.0,679.0,12.0,8.0,7.0,0.0,8.0,1.0,1.0,11.0,0.0,0.0,2.0,5.0,0.0,5.0,2.0,0.0,7.0,7.0,1.0,3.0,0.0,5.0,0.0,1.0,4.0,6.0,0.0,0.0,7.0,4.0,3.0,2.0,6.0,7.0,27.0,1.0,1.0,0.0,1.0,12.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,23.0,2.0,5.0,975.0
2020-10-09,2.0,0.0,16.0,1.0,5.0,5.0,5.0,0.0,72.0,1.0,2.0,22.0,530.0,0.0,10.0,2.0,3.0,12.0,4.0,1.0,1.0,6.0,2.0,6.0,2.0,6.0,11.0,8.0,0.0,6.0,4.0,1.0,4.0,2.0,0.0,6.0,1.0,2.0,13.0,6.0,0.0,14.0,5.0,2.0,0.0,2.0,2.0,14.0,0.0,2.0,2.0,15.0,5.0,0.0,6.0,2.0,11.0,0.0,5.0,3.0,25.0,9.0,1.0,905.0
2020-10-08,0.0,3.0,22.0,2.0,4.0,3.0,7.0,1.0,90.0,3.0,5.0,20.0,764.0,8.0,14.0,6.0,0.0,25.0,4.0,1.0,0.0,11.0,1.0,6.0,1.0,0.0,10.0,6.0,5.0,18.0,3.0,1.0,3.0,2.0,19.0,2.0,6.0,4.0,6.0,0.0,2.0,12.0,6.0,0.0,0.0,4.0,13.0,2.0,1.0,4.0,2.0,0.0,8.0,0.0,7.0,3.0,0.0,1.0,17.0,5.0,39.0,11.0,12.0,1235.0
2020-10-07,0.0,1.0,14.0,3.0,5.0,5.0,6.0,0.0,78.0,6.0,17.0,29.0,783.0,13.0,8.0,8.0,1.0,13.0,8.0,3.0,7.0,4.0,4.0,6.0,10.0,2.0,12.0,6.0,1.0,13.0,8.0,4.0,6.0,1.0,8.0,0.0,10.0,7.0,7.0,0.0,0.0,11.0,4.0,0.0,3.0,0.0,13.0,16.0,0.0,1.0,2.0,8.0,10.0,2.0,7.0,0.0,3.0,1.0,4.0,7.0,20.0,11.0,2.0,1242.0
2020-10-06,1.0,1.0,12.0,1.0,83.0,7.0,5.0,0.0,71.0,5.0,11.0,18.0,778.0,11.0,13.0,5.0,1.0,11.0,6.0,2.0,11.0,10.0,0.0,6.0,2.0,0.0,17.0,5.0,0.0,15.0,3.0,0.0,1.0,3.0,5.0,3.0,2.0,4.0,7.0,2.0,5.0,23.0,5.0,1.0,0.0,4.0,10.0,34.0,3.0,1.0,1.0,0.0,7.0,3.0,9.0,3.0,1.0,1.0,1.0,6.0,22.0,2.0,4.0,1284.0
2020-10-05,1.0,0.0,18.0,2.0,23.0,4.0,6.0,0.0,66.0,6.0,29.0,14.0,786.0,12.0,8.0,4.0,0.0,16.0,10.0,2.0,10.0,13.0,1.0,8.0,1.0,5.0,5.0,9.0,4.0,13.0,2.0,9.0,0.0,1.0,4.0,7.0,4.0,11.0,8.0,1.0,1.0,19.0,12.0,6.0,1.0,2.0,12.0,10.0,6.0,3.0,4.0,5.0,17.0,3.0,13.0,0.0,3.0,0.0,15.0,15.0,17.0,8.0,12.0,1307.0
2020-10-04,1.0,1.0,17.0,6.0,26.0,9.0,7.0,3.0,77.0,7.0,9.0,23.0,779.0,8.0,6.0,5.0,1.0,21.0,10.0,6.0,4.0,15.0,7.0,7.0,2.0,0.0,17.0,15.0,0.0,2.0,4.0,0.0,6.0,5.0,4.0,4.0,7.0,2.0,8.0,0.0,5.0,17.0,7.0,5.0,0.0,0.0,6.0,19.0,0.0,1.0,3.0,3.0,4.0,2.0,10.0,0.0,1.0,1.0,2.0,4.0,25.0,17.0,1.0,1264.0
2020-10-03,5.0,1.0,4.0,5.0,21.0,2.0,5.0,0.0,28.0,1.0,20.0,17.0,724.0,14.0,10.0,2.0,9.0,12.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,0.0,7.0,2.0,5.0,2.0,5.0,1.0,6.0,1.0,5.0,0.0,1.0,1.0,7.0,1.0,4.0,18.0,6.0,7.0,1.0,3.0,4.0,16.0,1.0,0.0,0.0,7.0,4.0,2.0,3.0,1.0,7.0,4.0,4.0,1.0,18.0,3.0,4.0,1053.0
2020-10-02,3.0,1.0,13.0,0.0,12.0,2.0,3.0,0.0,71.0,4.0,6.0,15.0,521.0,6.0,12.0,3.0,4.0,12.0,7.0,5.0,4.0,10.0,0.0,7.0,9.0,2.0,11.0,19.0,1.0,7.0,1.0,3.0,0.0,2.0,0.0,2.0,7.0,2.0,5.0,1.0,0.0,6.0,3.0,0.0,0.0,6.0,7.0,16.0,10.0,6.0,3.0,8.0,3.0,1.0,3.0,2.0,0.0,2.0,13.0,3.0,14.0,5.0,2.0,906.0
2020-10-01,0.0,0.0,17.0,3.0,10.0,4.0,3.0,2.0,79.0,4.0,17.0,8.0,826.0,11.0,19.0,4.0,5.0,21.0,9.0,2.0,6.0,14.0,1.0,2.0,2.0,1.0,8.0,9.0,0.0,10.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,9.0,6.0,0.0,15.0,3.0,1.0,0.0,1.0,5.0,15.0,0.0,1.0,2.0,9.0,8.0,1.0,16.0,1.0,8.0,1.0,7.0,4.0,16.0,10.0,0.0,1247.0
2020-09-30,5.0,2.0,11.0,2.0,18.0,8.0,8.0,0.0,76.0,1.0,8.0,29.0,798.0,7.0,11.0,5.0,5.0,14.0,7.0,3.0,10.0,11.0,1.0,11.0,0.0,0.0,8.0,6.0,4.0,6.0,8.0,5.0,4.0,2.0,5.0,1.0,5.0,4.0,15.0,2.0,5.0,30.0,5.0,13.0,2.0,6.0,9.0,20.0,1.0,3.0,0.0,10.0,11.0,4.0,9.0,2.0,1.0,3.0,13.0,9.0,11.0,22.0,5.0,1320.0
2020-09-29,0.0,1.0,23.0,1.0,19.0,7.0,2.0,0.0,45.0,4.0,13.0,26.0,664.0,6.0,18.0,7.0,10.0,19.0,9.0,6.0,9.0,21.0,1.0,3.0,2.0,0.0,14.0,14.0,2.0,8.0,6.0,7.0,6.0,1.0,1.0,6.0,13.0,10.0,17.0,0.0,1.0,17.0,4.0,4.0,0.0,7.0,7.0,35.0,4.0,2.0,2.0,17.0,14.0,2.0,13.0,0.0,12.0,5.0,6.0,8.0,14.0,18.0,1.0,1214.0
2020-09-28,0.0,1.0,18.0,5.0,16.0,1.0,5.0,0.0,47.0,5.0,20.0,20.0,727.0,6.0,18.0,6.0,3.0,17.0,8.0,5.0,9.0,12.0,4.0,5.0,8.0,2.0,27.0,14.0,2.0,10.0,2.0,7.0,4.0,5.0,6.0,1.0,7.0,0.0,21.0,3.0,2.0,19.0,8.0,0.0,1.0,2.0,7.0,19.0,1.0,6.0,0.0,6.0,16.0,3.0,19.0,2.0,1.0,2.0,9.0,8.0,47.0,17.0,2.0,1274.0
2020-09-27,1.0,0.0,19.0,2.0,39.0,5.0,8.0,0.0,63.0,4.0,10.0,19.0,719.0,9.0,14.0,4.0,7.0,20.0,7.0,2.0,7.0,13.0,1.0,9.0,0.0,0.0,13.0,12.0,5.0,16.0,7.0,2.0,2.0,2.0,9.0,4.0,9.0,0.0,16.0,1.0,1.0,10.0,4.0,2.0,1.0,2.0,9.0,6.0,0.0,2.0,2.0,0.0,7.0,3.0,13.0,0.0,4.0,2.0,6.0,7.0,13.0,26.0,1.0,1201.0
2020-09-26,1.0,1.0,4.0,0.0,41.0,3.0,2.0,4.0,23.0,0.0,14.0,24.0,754.0,9.0,4.0,11.0,8.0,6.0,4.0,3.0,2.0,1.0,0.0,5.0,2.0,0.0,5.0,8.0,4.0,4.0,6.0,2.0,6.0,1.0,9.0,2.0,4.0,2.0,10.0,2.0,5.0,7.0,2.0,1.0,1.0,10.0,9.0,39.0,5.0,1.0,1.0,11.0,12.0,3.0,13.0,0.0,0.0,2.0,3.0,18.0,10.0,3.0,6.0,1153.0
2020-09-25,7.0,2.0,16.0,2.0,33.0,8.0,3.0,1.0,44.0,2.0,20.0,18.0,461.0,5.0,13.0,1.0,2.0,13.0,7.0,2.0,8.0,17.0,1.0,1.0,11.0,0.0,16.0,9.0,4.0,11.0,0.0,2.0,0.0,2.0,0.0,4.0,3.0,2.0,12.0,6.0,4.0,13.0,3.0,14.0,3.0,1.0,2.0,34.0,0.0,4.0,0.0,19.0,7.0,1.0,16.0,0.0,15.0,0.0,3.0,1.0,15.0,1.0,0.0,925.0
2020-09-24,3.0,3.0,11.0,3.0,5.0,7.0,7.0,4.0,51.0,2.0,14.0,22.0,785.0,5.0,30.0,3.0,6.0,32.0,12.0,5.0,7.0,10.0,0.0,10.0,3.0,0.0,13.0,11.0,2.0,8.0,0.0,0.0,11.0,6.0,7.0,2.0,4.0,5.0,12.0,0.0,5.0,18.0,16.0,4.0,0.0,5.0,10.0,8.0,0.0,2.0,0.0,10.0,18.0,1.0,11.0,0.0,0.0,1.0,10.0,5.0,25.0,27.0,7.0,1304.0
2020-09-23,4.0,5.0,11.0,2.0,33.0,2.0,8.0,6.0,56.0,4.0,32.0,31.0,816.0,7.0,20.0,10.0,6.0,14.0,2.0,3.0,4.0,22.0,4.0,3.0,0.0,8.0,10.0,8.0,2.0,1.0,8.0,3.0,2.0,0.0,7.0,1.0,4.0,1.0,9.0,3.0,4.0,21.0,9.0,9.0,3.0,7.0,15.0,35.0,1.0,6.0,4.0,15.0,33.0,1.0,9.0,0.0,8.0,1.0,10.0,3.0,19.0,13.0,5.0,1403.0
2020-09-22,1.0,0.0,12.0,1.0,57.0,14.0,7.0,4.0,63.0,5.0,37.0,32.0,754.0,7.0,14.0,6.0,4.0,13.0,4.0,7.0,10.0,16.0,1.0,11.0,12.0,2.0,10.0,23.0,2.0,21.0,5.0,7.0,7.0,5.0,14.0,3.0,7.0,5.0,16.0,10.0,3.0,12.0,3.0,18.0,5.0,3.0,17.0,12.0,6.0,2.0,5.0,10.0,13.0,6.0,15.0,1.0,5.0,2.0,16.0,3.0,27.0,17.0,6.0,1436.0
2020-09-21,9.0,1.0,17.0,3.0,33.0,3.0,8.0,2.0,54.0,3.0,22.0,20.0,680.0,10.0,21.0,10.0,8.0,14.0,7.0,6.0,15.0,27.0,1.0,5.0,1.0,0.0,7.0,9.0,3.0,20.0,6.0,3.0,2.0,5.0,14.0,4.0,3.0,1.0,11.0,7.0,5.0,18.0,4.0,2.0,3.0,3.0,7.0,24.0,0.0,6.0,4.0,9.0,21.0,2.0,16.0,1.0,6.0,2.0,8.0,6.0,34.0,8.0,8.0,1272.0
2020-09-20,2.0,3.0,15.0,5.0,21.0,5.0,8.0,1.0,50.0,8.0,18.0,30.0,822.0,27.0,22.0,7.0,11.0,26.0,7.0,11.0,5.0,26.0,2.0,9.0,4.0,0.0,13.0,14.0,0.0,17.0,8.0,2.0,4.0,0.0,7.0,0.0,6.0,4.0,17.0,8.0,4.0,21.0,9.0,2.0,0.0,9.0,18.0,24.0,4.0,1.0,4.0,1.0,13.0,2.0,25.0,0.0,1.0,1.0,8.0,8.0,31.0,19.0,9.0,1459.0
2020-09-19,1.0,3.0,8.0,3.0,42.0,4.0,9.0,0.0,16.0,0.0,48.0,7.0,852.0,11.0,6.0,7.0,4.0,6.0,1.0,2.0,17.0,3.0,0.0,1.0,2.0,1.0,20.0,7.0,5.0,7.0,8.0,8.0,6.0,6.0,46.0,1.0,3.0,4.0,9.0,29.0,7.0,10.0,10.0,3.0,1.0,11.0,10.0,54.0,8.0,2.0,5.0,29.0,9.0,3.0,8.0,1.0,11.0,1.0,22.0,2.0,16.0,7.0,5.0,1448.0
2020-09-18,7.0,4.0,7.0,1.0,34.0,13.0,5.0,4.0,52.0,5.0,29.0,32.0,603.0,11.0,21.0,6.0,6.0,16.0,2.0,8.0,5.0,20.0,3.0,7.0,15.0,2.0,30.0,10.0,10.0,17.0,1.0,10.0,8.0,1.0,1.0,4.0,12.0,0.0,10.0,1.0,0.0,8.0,5.0,1.0,2.0,1.0,1.0,16.0,0.0,5.0,3.0,12.0,19.0,0.0,15.0,1.0,1.0,1.0,14.0,9.0,24.0,8.0,0.0,1179.0
2020-09-17,0.0,1.0,14.0,1.0,25.0,5.0,4.0,3.0,47.0,6.0,13.0,23.0,734.0,36.0,18.0,9.0,2.0,24.0,4.0,4.0,8.0,15.0,2.0,6.0,1.0,0.0,17.0,17.0,7.0,12.0,5.0,8.0,9.0,5.0,30.0,4.0,1.0,5.0,16.0,1.0,6.0,14.0,7.0,0.0,2.0,17.0,16.0,57.0,15.0,4.0,9.0,12.0,29.0,1.0,16.0,2.0,9.0,2.0,10.0,10.0,35.0,37.0,23.0,1475.0
2020-09-16,0.0,0.0,6.0,1.0,35.0,3.0,8.0,0.0,42.0,1.0,20.0,28.0,789.0,10.0,30.0,9.0,8.0,33.0,13.0,9.0,10.0,29.0,1.0,4.0,0.0,2.0,32.0,8.0,2.0,22.0,5.0,4.0,2.0,1.0,28.0,3.0,18.0,3.0,15.0,2.0,8.0,9.0,5.0,13.0,3.0,1.0,14.0,24.0,1.0,11.0,7.0,10.0,13.0,2.0,13.0,2.0,2.0,2.0,11.0,25.0,35.0,7.0,0.0,1454.0
2020-09-15,4.0,1.0,7.0,7.0,28.0,3.0,9.0,0.0,81.0,1.0,18.0,23.0,822.0,2.0,17.0,11.0,4.0,25.0,22.0,22.0,11.0,3.0,0.0,5.0,3.0,0.0,26.0,10.0,3.0,20.0,6.0,8.0,2.0,0.0,7.0,2.0,21.0,2.0,10.0,3.0,12.0,22.0,4.0,4.0,2.0,0.0,14.0,35.0,1.0,14.0,3.0,20.0,19.0,5.0,11.0,0.0,18.0,4.0,20.0,4.0,20.0,26.0,0.0,1507.0
